id,stimuli,dec,conf,dec_fct,stimuli_target,condition,extr,extr_prctl,extr_type,extr_pro,extr_pro_c,ATI,ATI_prctl,ATI_type,ATI_pro,stimuli_is_targeted,stimuli_is_targeted_fct,dec_correct,conf_full_range,conf_in_correct
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,4,0,5,0,extr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,FALSE,0,1,-5,1
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,8,0,4,0,extr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,FALSE,0,1,-4,2
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,3,1,3,1,intr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,TRUE,1,1,3,3
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,10,1,4,1,extr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,FALSE,0,0,4,4
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,6,1,4,1,extr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,FALSE,0,0,4,4
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,2,1,5,1,extr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,FALSE,0,0,5,5
_Zoef_nVqwmlfeBm3S9NwrGZAK8Qt9Yu68pRhLaotbTqm5NdlHdCxP3kcWBPraSc,9,1,5,1,intr,control,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,4.777777777777778,0.9751497280293825,affine,0.4751497280293825,TRUE,1,1,5,5
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,7,1,4,1,intr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,TRUE,1,1,4,4
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,5,1,3,1,intr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,TRUE,1,1,3,3
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,4,0,5,0,extr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,FALSE,0,1,-5,1
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,2,0,4,0,extr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,FALSE,0,1,-4,2
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,6,0,5,0,extr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,FALSE,0,1,-5,1
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,8,0,4,0,extr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,FALSE,0,1,-4,2
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,3,1,3,1,intr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,TRUE,1,1,3,3
-0jgrRo6IkqwoJA1hzjhPCgXBjkvUWsWljgSk5831EHtJS_EYAY8eKzmhdRssfj2,10,0,4,0,extr,inoculation,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128,FALSE,0,1,-4,2
